Judul,Lokasi,Lokasi_Clean,Harga,Kamar,WC,Parkir,Luas_Tanah,Luas_Bangunan,Harga_Normalized,Kamar_Normalized,WC_Normalized,Parkir_Normalized,Luas_Tanah_Normalized,Luas_Bangunan_Normalized,Judul_Clean,Deskripsi_Clean,Image_Link,Property_Link
Pondok Permai Tamantirta 2 Cluster 3,"Kasihan, Bantul",kasihan bantul,1120000000,2,1,1,144,50,0.30726257,0.111111111,0,0,0.534782609,0.224880383,pondok permai tamantirta 2 cluster 3,jual rumah siap huni lokasi kawasan rumah pondok permai tamantirta 2 cluster 2 fasilitas rumah komplit lokasi strategis dekat kampus umy pgri stikes ahmad yani stikes alma atta bsi dekat spbu kasihan dekat lapang kasihan dekat pusat belanja fasilitas kawasan rumah scurity 24 jam kolam renang gedung temu toko jalan utama 12 meter club house lapang bulu tangkis paud spesifikasi bangun luas tanah 144 m2 luas bangun 50 m2 posisi hook 2 kamar tidur 1 kamar mandi dapur ruang tamu taman carport harga 112 m nb survei lokasi harap buat janji 1 hari belum,https://picture.rumah123.com/r123-images/720x420-crop/customer/1888621/2024-03-19-14-22-52-1501aa62-ad28-47b8-9f96-b894744366bf.jpg,https://www.rumah123.com/properti/bantul/hos16715312/
Rumah 2 Lantai Belakang Hotel Hyatt Jalan Palagan,"Mlati, Sleman",mlati sleman,2300000000,4,3,2,199,140,0.636871508,0.333333333,0.2,1,0.773913043,0.655502392,rumah 2 lantai belakang hotel hyatt jalan palagan,jual 2 unit rumah lokasi belakang hotel hyatt jalan palagan 1 unit rumah siap huni ikut spesifikasi bangun luas tanah 199 m2 luas bangun 140 m2 3 kamar tidur 1 kamar tidur bantu 3 kamar mandi carport 2 mobil dapur ruang tamu keluarga balkon luas taman depan belakang luas legalitas shm imb pbg magnet lokasi belakang hotel hyatt dekat jalan palagan dekat jalan magelang dekat pasar mlati dekat pusat belanja dekat terminal bus jombor dekat rumah sakit dekat spbu harga 23 m note survey lokasi harap buat janji 1 hari belum,https://picture.rumah123.com/r123-images/720x420-crop/customer/1888621/2024-03-19-14-16-32-d13b22ab-05b0-4851-a247-09fcf223c4a4.jpg,https://www.rumah123.com/properti/sleman/hos16715282/
Hook Siap Huni Konstruksi 2 Lantai Dekat Rsud Prambanan Sleman,"Prambanan, Sleman",prambanan sleman,400000000,2,1,1,98,50,0.106145251,0.111111111,0,0,0.334782609,0.224880383,hook siap huni konstruksi 2 lantai dekat rsud prambanan sleman,hook siap huni konstruksi 2 lantai dekat rsud prambanan sleman magnet kawasan dekat jalan raya piyungan prambanan dekat jalan raya jogja wonosari dekat sekolah dekat rsud prambanan dekat spbu type 5098m 2 kmr tdr1 kmr mandi ruang tamukeluarga dapur carport 2 harga 425 jt,https://picture.rumah123.com/r123-images/720x420-crop/customer/1307763/2024-03-19-10-54-07-707ab532-c298-4f17-ad6d-0c415e2f8576.jpg,https://www.rumah123.com/properti/sleman/hos16714238/
Rumah Cantik Minimalis Strategis Jalan Kaliurang 10 menit Kampus UII,"Ngaglik, Sleman",ngaglik sleman,650000000,3,2,1,97,61,0.175977654,0.222222222,0.1,0,0.330434783,0.277511962,rumah cantik minimal strategis jalan kaliurang 10 menit kampus uii,strategis jalan kaliurang 10 menit kampus uii padu,https://picture.rumah123.com/r123-images/720x420-crop/customer/295884/2024-03-19-05-41-38-9373ab9f-6dde-4019-800a-b01525e53593.jpg,https://www.rumah123.com/properti/sleman/hos16709482/
Rumah di Tamsis Jogja,"Mergangsan, Yogyakarta",mergangsan yogyakarta,1500000000,7,3,2,223,95,0.413407821,0.666666667,0.2,1,0.87826087,0.440191388,rumah tamsis jogja,gabung 2 rumah 1 sertifikat shm lokasi strategis taman siswa jogja,https://picture.rumah123.com/r123-images/720x420-crop/customer/1963190/2024-03-19-01-50-50-8ac136bf-08e6-4fe0-90a4-7b009c27dfb7.jpg,https://www.rumah123.com/properti/yogyakarta/hos16706066/
RUMAH MINIMALIS DIBAWAH 1 M DALAM PERUM,"Sedayu, Bantul",sedayu bantul,950000000,2,1,1,108,45,0.259776536,0.111111111,0,0,0.37826087,0.200956938,rumah minimal bawah 1 m perum,jual rumah perum one gate system perum green kuantanjl wates km 13argomulyo dayu bantul luas tanah 108 luas bangun 45 kamar tidur 2 kamar mandi 10 ld 8 row jalan 5 meter hadap utara carport lustrik 1300 air sumur bonus kitchen set water heather fasum komplek club house area olahraga one gate system shgb imb pbb harga 950 juta nego,https://picture.rumah123.com/r123-images/720x420-crop/customer/690095/2024-03-19-01-27-19-4fac6a2a-e8bd-4068-ad68-aaea1eff558c.jpg,https://www.rumah123.com/properti/bantul/hos16705919/
Rumah Minimalis Modern Murah Siap Huni Jogja 30 Menit Ke Ugm,"Sedayu, Bantul",sedayu bantul,799000000,3,2,1,101,70,0.217597765,0.222222222,0.1,0,0.347826087,0.320574163,rumah minimal modern murah siap huni jogja 30 menit ugm,jual rumah murah 2 lantai yogyakarta shm pandang sawah investasi masa tua jogja lama masih sewa kontrak solusi baik beli rumah yogyakarta harga 899 juta diskon 100 juta cash free bphtb ajb shm free kpr bi notaris rumah murah dijogja rumah 2 lantai jogja shm jual rumah murah jogja jual rumah impi keluarga pensiun investasi yogyakarta depan sawah shm 2 lantai spesifikasi lt 101 lb 70 2 lantai 3 kamar tidur 2 kamar mandi 1 ruang makan 1 ruang keluarga 1 carport balkon unggul lokasi 40 menit 30 km bandara yia 30 menit 18 km ugmupnuii 20 menit 15 km titik nol jogja 15 menit 10 km kampus umy 10 menit rs pku gamping 5 menit kampus mercubuana dekat polsek dayu dekat sdn 1 dayu dekat sekolah pangudi luhur dekat sekolah satu bangsa dekat puskesmas ada rumah bangun segera milik rumah yogyakarta sangat cocok masa pensiun lokasi depan sawah lingkung asri,https://picture.rumah123.com/r123-images/720x420-crop/customer/1969371/2024-03-19-00-05-14-93c8b74a-1591-4641-8411-4ecfe7d07cd7.jpg,https://www.rumah123.com/properti/bantul/hos16705622/
Jual Rumah  Ruko Di Tamantirto Dekat Kampus Umy,"Kasihan, Bantul",kasihan bantul,1150000000,3,2,2,164,164,0.315642458,0.222222222,0.1,1,0.62173913,0.770334928,jual rumah ruko tamantirto dekat kampus umy,jual rumah ruko lokasi tamantirto kasihan bantul yogyakarta harga 1150 milyar nego luas tanah 164 m luas bangun 164m bangun 1 lantai kamar tidur 3 kamar mandi 2 ruang tamu ruang keluarga dapur carpot ruko legalitas shm akses jalan mobil papas dekat kampus umy dekat almata unires bsi dekat ringroad selatan kawasan kos mahasiswa cocok huniankos investasi dekat banyak fasilitas umum hub 087728491xxx,https://picture.rumah123.com/r123-images/720x420-crop/customer/1841897/2024-03-12-12-31-59-46f0a92c-f6ff-4d00-bd65-5dc783e4ebc6.jpg,https://www.rumah123.com/properti/bantul/hos16645884/
Perumahan 2 lantai smart home termurah di Jogja barat,"Bantul, Yogyakarta",bantul yogyakarta,635000000,3,2,1,72,55,0.171787709,0.222222222,0.1,0,0.22173913,0.248803828,rumah 2 lantai smart home murah jogja barat,rumah 2 lantai smart home murah jogya ndalem hinggil milik rumah mewah strategis jogja dengan modal 70 juta angsur mulai 2 juta harga 635 juta dapat promo spesial gratis pajak beli bphtb bbn shm legalitas shm imbpbg luas tanah 72 103 m2 tipe 48 tipe 55 3 ktidur 2 kmandi 1 lantai 2 lantai smart home carport 2 mobil lokasi strategis,https://picture.rumah123.com/r123-images/720x420-crop/customer/1340732/2024-03-12-04-14-54-9b094411-75c6-41cd-9122-e2b3ce2d63f1.jpg,https://www.rumah123.com/properti/yogyakarta/hos16639783/
Rumah Baru 2 Lantai Elegan Modern 5 Menit Ke Kampus Mercubuana,"Sedayu, Bantul",sedayu bantul,1130000000,3,3,1,120,73,0.310055866,0.222222222,0.2,0,0.430434783,0.33492823,rumah baru 2 lantai elegan modern 5 menit kampus mercubuana,jual rumah baru 2 lantai siap bangun konsep elegan modern dayu bantul kode core 947 daya tarik kawasan 5 menit kampus mercubuana 9 menit ringroad kasihan 13 menit rs pku gamping 14 menit kampus umy 15 menit kampus pgri 25 menit titik nol jogja jangan takut hubung core property consultant alam lebih 6 tahun jadi partner dalam cari huni baik jogja hubung untuk info detail pilih properti lain konsultasi survey lokasi pungut biaya apa,https://picture.rumah123.com/r123-images/720x420-crop/customer/1776782/2023-08-17-06-09-35-f53c35df-68b5-47b0-a497-7d9354f09972.jpg,https://www.rumah123.com/properti/bantul/hos16076515/
Rumah Scandinavian Modern di Trihanggo Sleman Dekat Jambon Resto,"Sleman, Yogyakarta",sleman yogyakarta,1200000000,3,1,1,80,65,0.329608939,0.222222222,0,0,0.256521739,0.296650718,rumah scandinavian modern trihanggo sleman dekat jambon resto,jual rumah baru siap bangun konsep scandinavian rumah trihanggo sleman cek yukkk kode core 945 daya tarik kawasan 2 menit jambon resto 5 menit rsa ugm 6 menit kampus 1 uty 9 menit jogja city mall 9 menit pusat belanja indogrosir 15 menit tugu jogja jangan takut hubung core property consultant alam lebih 6 tahun jadi partner dalam cari huni baik jogja hubung untuk info detail pilih properti lain konsultasi survey lokasi pungut biaya apa,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755814/b4a02f86ba35dd86f761d94b60711982.jpg,https://www.rumah123.com/properti/yogyakarta/hos16076517/
Rumah Baru Modern 2 Lantai 6 Menit Dari Transmart Maguwo,"Maguwoharjo, Yogyakarta",maguwoharjo yogyakarta,2200000000,5,5,2,198,148,0.608938547,0.444444444,0.4,1,0.769565217,0.693779904,rumah baru modern 2 lantai 6 menit transmart maguwo,jual rumah baru 2 lantai siap bangun konsep modern maguwoharjo sleman cek yukkk kode core 911 daya tarik kawasan 6 menit carrefour transmart maguwo 7 menit kampus upn ykpn atmajaya 9 menit ambarrukmo plaza 10 menit rs jih 13 menit pakuwon mall 15 menit kampus ugm uny jangan takut hubung core property consultant alam lebih 6 tahun jadi partner dalam cari huni baik jogja hubung untuk info detail pilih properti lain konsultasi survey lokasi pungut biaya apa,https://picture.rumah123.com/r123-images/720x420-crop/customer/1776782/2023-08-03-04-21-32-93446760-2282-49ef-b2a8-e57704341b94.jpg,https://www.rumah123.com/properti/yogyakarta/hos16076554/
Japandi House Semi Furnish di Banguntapan Dekat Amplaz Mall,"Banguntapan, Bantul",banguntapan bantul,1250000000,3,2,1,98,80,0.343575419,0.222222222,0.1,0,0.334782609,0.368421053,japandi house semi furnish banguntapan dekat amplaz mall,jual rumah baru proses bangun 2 lantai konsep cantik modern banguntapan bantul cek yukkk kode core 946 daya tarik kawasan 3 menit kampus uin 4 menit ambarrukmo plaza 5 menit empire xxi 6 menit sman 3 yogyakarta 8 menit kampus sanata dharma atmajaya mrican ugm uny 10 menit malioboro yogyakarta jangan takut hubung core property consultant alam lebih 6 tahun jadi partner dalam cari huni baik jogja hubung untuk info detail pilih properti lain konsultasi survey lokasi pungut biaya apa,https://picture.rumah123.com/r123-images/720x420-crop/customer/1776782/2023-08-17-05-48-01-f7e62880-1644-409c-8f56-f00d623ecc83.jpg,https://www.rumah123.com/properti/bantul/hos16076516/
Rumah Scandinavian Modern Dalam Perum Baru di Sedayu Bantul,"Sedayu, Bantul",sedayu bantul,492000000,2,1,1,77,45,0.131843575,0.111111111,0,0,0.243478261,0.200956938,rumah scandinavian modern perum baru dayu bantul,jual rumah baru siap bangun konsep scandinavian modern dayu bantul cek yukkk kode core 952 daya tarik kawasan 5 menit kampus mercubuana dayu 7 menit rs pku gamping 9 menit kampus umy 20 menit malioboro 21 menit jogja city mall jangan takut hubung core property consultant alam lebih 6 tahun jadi partner dalam cari huni baik jogja hubung untuk info detail pilih properti lain konsultasi survey lokasi pungut biaya apa,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755814/5b77d336a1cb64a9b6bb6814b29d41e5.jpg,https://www.rumah123.com/properti/bantul/hos16076510/
Rumah Mewah Elegan 2 Lantai Dalam Perumahan di Ngemplak Sleman,"Ngemplak, Sleman",ngemplak sleman,996000000,3,3,1,102,90,0.272625698,0.222222222,0.2,0,0.352173913,0.416267943,rumah mewah elegan 2 lantai rumah ngemplak sleman,jual rumah baru 2 lantai konsep elegan ngemplak sleman cek yukkk kode core 950 fasilitas rumah one gate system security harga mulai rp 996 jt harga perdana daya tarik kawasan 3 menit kampus uii 6 menit kopi klothok 17 menit sleman city hall 20 menit pakuwon mall 22 menit kampus ugm uny jangan takut hubung core property consultant alam lebih 6 tahun jadi partner dalam cari huni baik jogja hubung untuk info detail pilih properti lain konsultasi survey lokasi pungut biaya apa,https://picture.rumah123.com/r123-images/720x420-crop/customer/1776782/2023-08-18-07-11-26-07e2e65c-9a28-4a6f-996f-36d83b368e30.jpg,https://www.rumah123.com/properti/sleman/hos16076512/
Rumah Minimalis Siap Huni Dalam Perumahan di Pleret Dekat Uad 4,"Bantul, Yogyakarta",bantul yogyakarta,695000000,2,1,1,90,60,0.188547486,0.111111111,0,0,0.3,0.272727273,rumah minimal siap huni rumah pleret dekat uad 4,jual rumah siap huni kondisi bagus perum wonokromo pleret bantul cek yukkk kode core 918 daya tarik kawasan 5 menit sate klathak pak pong pusat 8 menit kampus uad 4 10 menit kampus isi 12 menit pasar seni gabus 16 menit rs pku muhamadiyah bantul 17 menit malioboro jangan takut hubung core property consultant alam lebih 6 tahun jadi partner dalam cari huni baik jogja hubung untuk info detail pilih properti lain konsultasi survey lokasi pungut biaya apa,https://picture.rumah123.com/r123-images/720x420-crop/customer/1776782/2023-08-04-04-33-26-beba264b-af41-4895-be46-155a2556e587.jpg,https://www.rumah123.com/properti/yogyakarta/hos16076546/
Rumah Siap Huni Full Furnished di Bantul Dekat Kampus Mercu Buana,"Sedayu, Bantul",sedayu bantul,950000000,2,1,1,115,80,0.259776536,0.111111111,0,0,0.408695652,0.368421053,rumah siap huni full furnished bantul dekat kampus mercu buana,jual rumah siap huni full furnished perum kondisi bagus dayu bantul cek yukkk kode core 925 daya tarik kawasan 5 menit kampus mercu buana 9 menit rs pku gamping 12 menit kampus umy 15 menit kampus pgri 25 menit titik nol jogja jangan takut hubung core property consultant alam lebih 6 tahun jadi partner dalam cari huni baik jogja hubung untuk info detail konsultasi survey lokasi pungut biaya apa,https://picture.rumah123.com/r123-images/720x420-crop/customer/1776782/2023-08-07-09-23-21-fcbe1e78-0aa1-4ad0-a486-622e7c636804.jpg,https://www.rumah123.com/properti/bantul/hos16076533/
BARU RUMAH BARU GRESS CANTIK DI MRISI KASIHAN DEKAT PASAR NITEN,"Kasihan, Bantul",kasihan bantul,500000000,3,1,1,95,60,0.134078212,0.222222222,0,0,0.32173913,0.272727273,baru rumah baru gress cantik mrisi kasihan dekat pasar niten,rumah baru gress cantik mrisi kasihan dekat pasar niten jalan bantul harga 500juta nego legalitas shm maghnet kawasan dekat sma muh kasihan dekat madukismo dekat wisata kasongan dekat pusat kota jogja dekat kawasan bisnis jalan bantul spesifikasi type 60 luas tanah 95 3 kamar tidur 1 kamar mandi ruang tamu dapur listrik 1300 watt air sumur hadap selatan yukk monggo2 yg mau survey bs damping senang hati info detail ridwan,https://picture.rumah123.com/r123-images/720x420-crop/customer/1685177/2024-03-12-04-50-42-19a9ec84-e6ba-48c3-9e14-2d4ab86a84cb.jpg,https://www.rumah123.com/properti/bantul/hos16640269/
Rumah Dijual TERMURAH Dalam Beteng Kraton Yogyakarta,"Kraton, Yogyakarta",kraton yogyakarta,1300000000,3,1,1,100,90,0.357541899,0.222222222,0,0,0.343478261,0.416267943,rumah jual murah beteng kraton yogyakarta,rumah jual murah beteng kraton yogyakarta cocok buat rumah tinggal homestay luas 100 luas bangun 90 m bangun 1 lantai 3 kamar tidur 1 kamar mandi ruang tamu ruang makan keluarga dapur carport shm imb proses turun waris akses jalan aspal mobil simpang ridwan,https://picture.rumah123.com/r123-images/720x420-crop/customer/1685177/2024-03-05-13-46-29-057455f9-b115-4b0e-a830-9c81ba09caf4.jpg,https://www.rumah123.com/properti/yogyakarta/hos16585706/
RUMAH BARU UNIT POJOK  VIEW SAWAH dalam PERUMAHAN PURI ISMAIL,"Banguntapan, Bantul",banguntapan bantul,665000000,3,1,1,97,60,0.180167598,0.222222222,0,0,0.330434783,0.272727273,rumah baru unit pojok view sawah rumah puri ismail,rumah baru unit pojok view sawah rumah puri ismail dekat terminal giwang lokasi wirokerten banguntapan bantul yogyakarta harga 665 jt nego legalitas shm pbg type 60 97 3 kamar tidur 1 kamar mandi ruang tamu dapur listrik 1300 w air sumur carport hadap barat akses huni dekat terminal giwang dekat asrama brimob gondowulung dekat kampus uad padu dekat smun 2 banguntapan info direct owner,https://picture.rumah123.com/r123-images/720x420-crop/customer/1685177/2024-03-05-09-53-50-284324a0-ebe2-4a68-b181-5efe6988a36f.jpg,https://www.rumah123.com/properti/bantul/hos16583776/
RUMAH BARU  Ready 1 unit rumah minimalis area kajundanan,"Ngaglik, Sleman",ngaglik sleman,799000000,3,2,1,107,100,0.217597765,0.222222222,0.1,0,0.373913043,0.464114833,rumah baru ready 1 unit rumah minimal area kajundanan,for sale ready 1 unit rumah minimal area kajundanan dongkelsari timur perum pamungkas jakal km 13,https://picture.rumah123.com/r123-images/720x420-crop/customer/1685177/2024-03-05-09-06-56-0a3abbac-6e22-4288-be32-5c6b527f19c1.jpg,https://www.rumah123.com/properti/sleman/hos16582820/
200JTAN RUMAH MURAH DALAM PERUMAHAN DEKAT CANDI PRAMBANAN,"Prambanan, Sleman",prambanan sleman,285000000,2,1,1,68,32,0.074022346,0.111111111,0,0,0.204347826,0.138755981,200jtan rumah murah rumah dekat candi prambanan,siap huni siap huni rumah murah rumah dekat candi prambanan harga nett 285 juta bayar cash keras legalitas shm pbg spesifikasi type 32 68 2 kamar tidur 1 kamar mandi ruang tamu keluarga dapur air pdam listrik 1300 w carport sisa tanah belakang akses jalan rumah 65 m hadap selatan akses huni dekat candi prambanan candi plaosan dekat hotel galuh dekat pasar tradisional dekat smun 1 prambanan dekat rsi manisrenggo info direct owner kurnia,https://picture.rumah123.com/r123-images/720x420-crop/customer/1685177/2024-03-05-06-54-17-0d6bf375-d6c5-4ee5-b04c-413b2bf38327.jpg,https://www.rumah123.com/properti/sleman/hos16580666/
Rumah Full Furnished Siap Huni di Purwomartani Dekat Pamela 7,"Purwomartani, Sleman",purwomartani sleman,1800000000,3,2,1,120,84,0.497206704,0.222222222,0.1,0,0.430434783,0.387559809,rumah full furnished siap huni purwomartani dekat pamela 7,jual rumah siap huni bonus furnished kondisi bagus konsep modern purwomartani sleman kode core 997 fasilitas full furnished 3 ac water heater kitchen set kulkas smart tv daya tarik kawasan dekat pamella 7 3 menit rs sambisari 8 menit stadion maguwoharjo 10 menit rs hermina lotte mart jangan takut hubung core property consultant alam lebih 6 tahun jadi partner dalam cari huni baik jogja hubung untuk info detail pilih properti lain konsultasi survey lokasi pungut biaya apa,https://picture.rumah123.com/r123-images/720x420-crop/customer/1776782/2023-10-25-04-36-08-8603c25e-afee-4bba-8a84-4ca1f5646dd8.jpg,https://www.rumah123.com/properti/sleman/hos16076413/
"MURAH
MURAH
MURAH

RUMAH BARU CANTIK DENGAN DESAIGN LIMASAN DI JALAN KALIURANG KM 13 DEKAT SPBU MINDI NGAGLIK SLEMAN Rumah SHM Baru","Ngaglik, Sleman",ngaglik sleman,685000000,3,2,1,96,60,0.18575419,0.222222222,0.1,0,0.326086957,0.272727273,murah murah murah rumah baru cantik desaign limas jalan kaliurang km 13 dekat spbu mindi ngaglik sleman rumah shm baru,murah murah murah rumah baru cantik desaign limas jalan kaliurang km 13 dekat spbu mindi ngaglik sleman harga 685 juta nego legalitas shm pbg free biaya balik nama akses mudah maghnet kawasan dekat spbu mindi dekat smk n 2 ngaglik dekat indomaretalfamart dekat banyak sekolah dekat banyak kuliner dekat banyak rumah spesifikasi type 60 luas tanah 96 3 kamar tidur 2 kamar mandi ruang tamu luas dapur area cuci jemur listrik 1300 watt air sumur carport pagar hadap selatan yukk monggo yg mau investasi jogja kami damping senang hati,https://picture.rumah123.com/r123-images/720x420-crop/customer/1537704/2024-03-05-05-25-57-736fe6fe-8b32-4424-aecd-1f58bbf23969.jpg,https://www.rumah123.com/properti/sleman/hos16579385/
